Protein_A,Protein_B,coexpression,experimentally_determined_interaction,database_annotated,combined_score,automated_textmining,Disease associated,Experimental System,Author,Pubmed ID
MED19,MED4,0.05,0.981,0.8,0.998,0.73,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED26,0.119,0.977,0.8,0.999,0.913,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED20,0.044,0.978,0.8,0.999,0.841,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED9,0.103,0.973,0.8,0.999,0.91,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED21,0.086,0.986,0.8,0.998,0.603,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED7,0.11,0.988,0.8,0.999,0.9,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED8,0.216,0.983,0.8,0.999,0.826,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED27,0.084,0.983,0.8,0.999,0.948,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED30,0.074,0.975,0.8,0.998,0.771,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED25,0.044,0.974,0.8,0.996,0.416,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED23,0,0.974,0.8,0.998,0.735,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED24,0,0.977,0.8,0.998,0.622,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,POLR2A,0,0.956,0,0.966,0.244,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED29,0.128,0.983,0.8,0.999,0.737,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED6,0.15,0.983,0.8,0.999,0.83,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED19,MED22,0.044,0.974,0.8,0.999,0.853,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED20,MED31,0.049,0.959,0.8,0.997,0.759,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED20,MED28,0.088,0.998,0.8,0.999,0.657,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED20,MED4,0.084,0.969,0.8,0.998,0.768,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED15,0.076,0.967,0.8,0.998,0.778,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED26,0.049,0.957,0.8,0.997,0.719,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED20,MED12L,0,0.654,0.54,0.889,0.362,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED20,MED13L,0,0.646,0.8,0.945,0.295,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED20,POLR2A,0.063,0.924,0,0.961,0.494,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED20,MED25,0.083,0.922,0.8,0.989,0.338,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED20,MED24,0.107,0.967,0.8,0.996,0.513,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED23,0.072,0.964,0.8,0.996,0.563,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED20,MED16,0.067,0.961,0.8,0.997,0.747,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED20,MED9,0.067,0.967,0.8,0.998,0.77,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED20,MED6,0.067,0.974,0.8,0.999,0.991,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED21,0.054,0.965,0.8,0.999,0.916,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED20,MED30,0.072,0.979,0.8,0.999,0.913,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED20,MED8,0.115,0.97,0.8,0.999,0.995,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED27,0.097,0.986,0.8,0.999,0.848,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED20,MED29,0.06,0.976,0.8,0.999,0.976,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED20,MED7,0.1,0.97,0.8,0.999,0.838,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED20,MED22,0.057,0.968,0.8,0.999,0.984,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED21,MED31,0.124,0.997,0.8,0.999,0.874,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED28,0.06,0.998,0.8,0.999,0.536,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED21,MED4,0.117,0.987,0.9,0.999,0.764,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED21,MED15,0,0.956,0.8,0.998,0.8,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED26,0.077,0.99,0.9,0.999,0.8,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED9,0.056,0.984,0.8,0.999,0.803,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED13L,0,0.83,0.8,0.971,0.241,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED12L,0,0.782,0.54,0.908,0.162,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,POLR2A,0,0.979,0,0.984,0.287,Lung diseases,Affinity Capture-Western,Cho H (1998),9710619
MED21,MED25,0.055,0.956,0.8,0.992,0.202,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED24,0,0.968,0.8,0.997,0.591,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED21,MED23,0.06,0.967,0.8,0.998,0.786,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED27,0.084,0.964,0.8,0.998,0.755,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED6,0.14,0.997,0.9,0.999,0.981,Lung diseases,Co-purification,Sun X (1998),9734358
MED21,MED30,0.056,0.969,0.9,0.999,0.734,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED8,0.06,0.968,0.9,0.999,0.834,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED21,MED29,0.049,0.973,0.9,0.999,0.828,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED21,MED7,0.201,0.997,0.8,0.999,0.989,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
MED21,MED22,0.067,0.997,0.9,0.999,0.81,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED22,MED31,0,0.996,0.8,0.999,0.805,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED28,0,0.999,0.8,0.999,0.703,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED22,MED9,0.048,0.967,0.8,0.998,0.843,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED7,0,0.997,0.8,0.999,0.896,Lung diseases,Reconstituted Complex,Sato S (2003),12584197
MED22,MED27,0.088,0.983,0.8,0.999,0.945,Lung diseases,Reconstituted Complex,Sato S (2003),12584197
MED22,MED25,0.101,0.921,0.8,0.988,0.305,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED23,0.163,0.961,0.8,0.998,0.851,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED24,0.107,0.967,0.8,0.997,0.582,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED23,MED31,0,0.966,0.8,0.997,0.701,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED4,0.393,0.966,0.8,0.999,0.941,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED26,0,0.955,0.8,0.998,0.807,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED23,MED9,0,0.957,0.8,0.996,0.57,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED13L,0.074,0.793,0.8,0.978,0.512,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED8,0,0.959,0.8,0.996,0.569,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED27,0.109,0.958,0.8,0.997,0.707,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED30,0.256,0.958,0.8,0.998,0.771,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED16,0.076,0.978,0.8,0.999,0.96,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED25,0.179,0.987,0.8,0.999,0.648,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED23,MED12L,0,0.713,0.54,0.918,0.431,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED23,POLR2A,0.113,0.87,0,0.951,0.608,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED29,0,0.958,0.8,0.997,0.75,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED6,0.074,0.967,0.8,0.998,0.832,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED23,MED24,0.163,0.98,0.8,0.999,0.763,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED24,MED31,0,0.957,0.8,0.995,0.507,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED28,0,0.998,0.8,0.999,0.376,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED4,0.257,0.973,0.8,0.998,0.582,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED24,MED26,0,0.948,0.8,0.996,0.64,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED9,0.049,0.967,0.8,0.997,0.578,Lung diseases,Negative Genetic,Horlbeck MA (2018),30033366
MED24,MED13L,0,0.663,0.8,0.943,0.232,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED7,0,0.966,0.8,0.997,0.668,Lung diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
MED24,MED8,0,0.973,0.8,0.997,0.573,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED24,MED27,0.144,0.968,0.827,0.999,0.871,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED24,MED30,0.163,0.959,0.8,0.996,0.501,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED25,0.25,0.968,0.8,0.996,0.321,Lung diseases,Co-fractionation,Wan C (2015),26344197
MED24,MED12L,0,0.698,0.54,0.885,0.239,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED6,0,0.967,0.8,0.998,0.725,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED24,MED29,0.049,0.974,0.8,0.999,0.875,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED25,MED31,0,0.875,0.8,0.981,0.326,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED25,MED26,0.067,0.923,0.8,0.991,0.455,Lung diseases,Affinity Capture-MS,Mittler G (2003),14657022
MED25,MED7,0,0.939,0.8,0.992,0.429,Lung diseases,Affinity Capture-MS,Mittler G (2003),14657022
MED25,MED30,0.257,0.892,0.8,0.988,0.342,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED25,MED16,0.277,0.978,0.8,0.997,0.375,Lung diseases,Affinity Capture-MS,Mittler G (2003),14657022
MED25,POLR2A,0.213,0.845,0,0.874,0.041,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED25,MED6,0,0.947,0.8,0.997,0.802,Lung diseases,Affinity Capture-MS,Yang F (2004),14983011
MED26,MED31,0,0.985,0.8,0.999,0.82,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED28,0,0.998,0.8,0.999,0.733,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,CEBPB,0.067,0.292,0.5,0.789,0.437,Lung diseases,Affinity Capture-Western,Mo X (2004),14759369
MED26,CDK9,0.082,0.301,0.54,0.845,0.536,Lung diseases,Affinity Capture-Western,Takahashi H (2011),21729782
MED26,CDK19,0.049,0.714,0.8,0.972,0.556,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,POLR2A,0.043,0.94,0,0.979,0.665,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED27,0.049,0.95,0.8,0.998,0.81,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED9,0.049,0.955,0.8,0.998,0.803,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED7,0,0.991,0.8,0.999,0.871,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED27,MED31,0.06,0.924,0.8,0.998,0.924,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED28,0.045,0.999,0.8,0.999,0.787,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED27,MED4,0.183,0.974,0.8,0.998,0.707,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED27,MED9,0,0.946,0.8,0.996,0.663,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED7,0.067,0.97,0.8,0.999,0.962,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED8,0.085,0.964,0.8,0.998,0.772,Lung diseases,Affinity Capture-Western,Tsai KL (2014),24882805
MED27,POLR2A,0.097,0.886,0,0.949,0.547,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED25,0.164,0.886,0.8,0.984,0.27,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED6,0.067,0.964,0.8,0.998,0.83,Lung diseases,Affinity Capture-Western,Tsai KL (2014),24882805
MED27,MED30,0.162,0.983,0.8,0.999,0.969,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED27,MED29,0.049,0.985,0.8,0.999,0.994,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED28,MED31,0.056,0.998,0.8,0.999,0.447,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,CDK9,0.056,0.994,0.54,0.997,0.193,Lung diseases,Affinity Capture-MS,Malovannaya A (2010),20133760
MED28,MED7,0.083,0.974,0.8,0.998,0.693,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,POLR2A,0,0.998,0,0.998,0.135,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED6,0.07,0.998,0.8,0.999,0.744,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED29,0.082,0.999,0.8,0.999,0.768,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED23,0.042,0.998,0.8,0.999,0.71,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED30,0.083,0.999,0.8,0.999,0.754,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED25,0,0.998,0.8,0.999,0.121,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED9,0.06,0.998,0.8,0.999,0.567,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED4,0.14,0.998,0.8,0.999,0.327,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED28,MED8,0.042,0.998,0.8,0.999,0.676,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED31,0.049,0.967,0.8,0.997,0.674,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED15,0.067,0.984,0.8,0.999,0.952,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED9,0.147,0.965,0.8,0.998,0.713,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED13L,0,0.814,0.8,0.978,0.474,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED7,0.06,0.97,0.8,0.998,0.831,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED25,0.049,0.956,0.8,0.993,0.345,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED12L,0,0.787,0.54,0.94,0.437,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED29,POLR2A,0,0.892,0,0.913,0.22,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED30,MED31,0,0.924,0.8,0.996,0.755,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED30,MED15,0.21,0.866,0.8,0.994,0.769,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED30,MED13L,0,0.265,0.8,0.925,0.531,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED30,MED12L,0,0.197,0.54,0.715,0.29,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED30,POLR2A,0.149,0.925,0,0.939,0.123,Lung diseases,Affinity Capture-Western,Zhang X (2005),15989967
MED31,MED12L,0,0.629,0.54,0.893,0.422,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED31,MED13L,0,0.655,0.8,0.957,0.431,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED31,POLR2A,0,0.991,0,0.994,0.421,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED31,MED8,0.14,0.926,0.8,0.997,0.851,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED31,MED9,0.047,0.955,0.8,0.998,0.872,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED31,MED4,0.105,0.982,0.8,0.999,0.831,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED31,MED7,0.256,0.997,0.8,0.999,0.971,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED31,MED6,0.263,0.995,0.8,0.999,0.875,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED4,MED12L,0,0.777,0.54,0.915,0.244,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED4,POLR2A,0.163,0.923,0,0.943,0.178,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED4,MED13L,0.045,0.817,0.8,0.979,0.478,Lung diseases,Proximity Label-MS,Lambert JP (2015),25281560
MED4,MED25,0.394,0.95,0.8,0.996,0.412,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED4,MED7,0.098,0.984,0.8,0.999,0.834,Lung diseases,Affinity Capture-MS,Lambert JP (2015),25281560
MED4,MED9,0.049,0.987,0.8,0.999,0.986,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED6,MED9,0.049,0.956,0.8,0.997,0.767,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED6,MED7,0.175,0.997,0.8,0.999,0.986,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
MED6,POLR2A,0.042,0.993,0,0.995,0.41,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED7,MED9,0.047,0.986,0.8,0.999,0.905,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,MED13L,0.042,0.842,0.8,0.977,0.336,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,MED12L,0,0.841,0.54,0.948,0.343,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,POLR2A,0,0.991,0,0.997,0.702,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED7,MED23,0.044,0.968,0.8,0.997,0.615,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,MED30,0.048,0.968,0.8,0.998,0.819,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,MED16,0.06,0.967,0.8,0.998,0.722,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED7,MED8,0.186,0.973,0.8,0.999,0.903,Lung diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
MED8,MED9,0,0.955,0.8,0.997,0.727,Lung diseases,Affinity Capture-MS,Cho NH (2022),35271311
MED8,MED13L,0,0.22,0.8,0.891,0.361,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED8,MED12L,0,0.195,0.54,0.74,0.354,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED8,POLR2A,0,0.895,0,0.922,0.29,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED9,MED15,0.049,0.943,0.8,0.997,0.796,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED9,MED12L,0,0.584,0.54,0.921,0.623,Lung diseases,Affinity Capture-MS,Marcon E (2014),24981860
MED9,POLR2A,0.049,0.92,0,0.942,0.305,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED9,MED13L,0,0.785,0.8,0.97,0.362,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED9,MED25,0.049,0.929,0.8,0.988,0.222,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MED9,MED30,0,0.955,0.8,0.997,0.734,Lung diseases,Affinity Capture-MS,Sato S (2004),15175163
MYC,AURKA,0.099,0.175,0,0.914,0.893,Lung diseases,FRET,Li Z (2017),28205554
MYC,SMAD2,0,0.525,0.5,0.982,0.931,Lung diseases,Affinity Capture-Western,Feng XH (2002),11804592
MYC,MAML1,0,0.128,0.5,0.737,0.447,Lung diseases,Proximity Label-MS,Kalkat M (2018),30415952
MYC,PLK1,0.118,0.611,0,0.844,0.583,Lung diseases,Affinity Capture-MS,Koch HB (2007),17314511
MYC,CEBPB,0.14,0.369,0.75,0.958,0.732,Lung diseases,Affinity Capture-Western,Tinel M (2003),12873812
MYC,AURKB,0.112,0.128,0,0.761,0.716,Lung diseases,Proximity Label-MS,Kalkat M (2018),30415952
MYC,SMAD3,0.058,0.292,0.5,0.993,0.983,Lung diseases,Affinity Capture-Western,Feng XH (2002),11804592
MYC,ARNT,0,0.187,0,0.741,0.695,Lung diseases,FRET,Li Z (2017),28205554
MYC,PARP1,0.064,0.174,0,0.762,0.717,Lung diseases,Affinity Capture-MS,Heidelberger JB (2018),29467282
MYC,CDK8,0.049,0.292,0,0.707,0.6,Lung diseases,Reconstituted Complex,Eberhardy SR (2001),11673469
MYC,CEBPA,0.049,0.294,0.5,0.904,0.749,Lung diseases,Affinity Capture-Western,Tinel M (2003),12873812
MYC,POLR2A,0.055,0.596,0,0.781,0.474,Lung diseases,Affinity Capture-MS,Koch HB (2007),17314511
MYC,CDC42,0.059,0.164,0,0.766,0.727,Lung diseases,Affinity Capture-MS,Wang L (2022),35013218
NARS2,DARS2,0.249,0.3,0.154,0.749,0.463,Lung diseases,Co-fractionation,Wan C (2015),26344197
NARS2,IARS2,0.244,0.18,0,0.904,0.858,Lung diseases,Co-fractionation,Havugimana PC (2022),35831314
NDC80,CEP55,0.84,0.126,0,0.914,0.432,Lung diseases,Proximity Label-MS,Go CD (2021),34079125
NDC80,PLK1,0.473,0.296,0.72,0.951,0.589,Lung diseases,Co-fractionation,Havugimana PC (2012),22939629
NDC80,CENPE,0.836,0.289,0,0.979,0.835,Lung diseases,Proximity Label-MS,Go CD (2021),34079125
NDC80,TTK,0.948,0.663,0,0.992,0.592,Lung diseases,Proximity Label-MS,Go CD (2021),34079125
NDC80,NUF2,0.958,0.997,0.9,0.999,0.998,Lung diseases,Affinity Capture-MS,Bharadwaj R (2004),14699129
NLGN1,DLG3,0.059,0.282,0.5,0.892,0.72,Lung diseases,Two-hybrid,Irie M (1997),9278515
NLGN2,DLG3,0.081,0.282,0.5,0.883,0.689,Lung diseases,Two-hybrid,Irie M (1997),9278515
NLGN2,DLG4,0.188,0.287,0.5,0.998,0.995,Lung diseases,Two-hybrid,Irie M (1997),9278515
NLGN3,NLGN4X,0.137,0.55,0.5,0.796,0.064,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
NLGN3,NLGN1,0.117,0.33,0.5,0.799,0.393,Lung diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
NLGN3,DLG3,0.091,0.282,0.5,0.885,0.689,Lung diseases,Two-hybrid,Irie M (1997),9278515
NLGN3,DLG4,0.15,0.282,0.5,0.995,0.988,Lung diseases,Two-hybrid,Irie M (1997),9278515
NLGN4X,DLG4,0.043,0.339,0.5,0.995,0.986,Lung diseases,Affinity Capture-Western,Bolliger MF (2001),11368788
NOTCH4,SMAD3,0,0.293,0.9,0.947,0.312,Lung diseases,Affinity Capture-Western,Sun Y (2005),16007227
NRXN1,NLGN2,0.074,0.478,0.9,0.999,0.999,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN1,NLGN3,0.139,0.478,0.9,0.999,0.999,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN1,NLGN1,0.181,0.806,0.9,0.999,0.999,Lung diseases,Reconstituted Complex,Comoletti D (2003),14522992
NRXN2,NLGN2,0.116,0.478,0.9,0.999,0.999,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN2,NLGN1,0.105,0.478,0.9,0.999,0.999,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN3,NLGN2,0.072,0.478,0.5,0.978,0.921,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN3,NLGN3,0.109,0.478,0.5,0.94,0.775,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
NRXN3,NLGN1,0.116,0.596,0.5,0.964,0.825,Lung diseases,Reconstituted Complex,Ichtchenko K (1996),8576240
PARP1,SMAD3,0.049,0,0.5,0.869,0.746,Lung diseases,Co-fractionation,Havugimana PC (2022),35831314
PARP1,HIF1A,0.057,0.292,0,0.707,0.596,Lung diseases,Affinity Capture-Western,Elser M (2008),18314489
PARP1,MED6,0.048,0.51,0,0.806,0.619,Lung diseases,Affinity Capture-Western,Hassa PO (2005),16204234
PARP1,BCL2,0.112,0.292,0,0.917,0.879,Lung diseases,Reconstituted Complex,Song D (2002),11790116
